Year,Species,REGION NO. 57 - INDIAN OCEAN EAST - Andhra- Pradesh,REGION NO. 57 - INDIAN OCEAN EAST - Orissa,REGION NO. 57 - INDIAN OCEAN EAST - Tamil Nadu,REGION NO. 57 - INDIAN OCEAN EAST - West Bengal,REGION NO. 57 - INDIAN OCEAN EAST - Andaman & Nicobar,REGION NO. 57 - INDIAN OCEAN EAST - Pondi- cherry,REGION NO. 57 - INDIAN OCEAN EAST - Total,REGION NO. 51 - INDIAN OCEAN WEST - Gujarat,REGION NO. 51 - INDIAN OCEAN WEST - Karnataka,REGION NO. 51 - INDIAN OCEAN WEST - Kerala,REGION NO. 51 - INDIAN OCEAN WEST - Maharashtra,REGION NO. 51 - INDIAN OCEAN WEST - Goa,REGION NO. 51 - INDIAN OCEAN WEST - Lakshadweep,REGION NO. 51 - INDIAN OCEAN WEST - Daman & Diu,REGION NO. 51 - INDIAN OCEAN WEST - Total,Total for India,Sl. No.,REGION NO. 57 - INDIAN OCEAN EAST - A.P.,REGION NO. 57 - INDIAN OCEAN EAST - T.N.,REGION NO. 57 - INDIAN OCEAN EAST - W.B.,REGION NO. 57 - INDIAN OCEAN EAST - A & N Islands,REGION NO. 57 - INDIAN OCEAN EAST - Puducherry
2007,Hilsa Ilisha (Tenualosa),,3793.0,1595.0,16072.0,196.0,654.0,22310,3240.0,,,1148.0,,,913.0,5301,27611,,,,,,
2007,Flat Fish,2165.0,1840.0,2308.0,,10.0,,6323,8121.0,4565.0,,7110.0,1950.0,,116.0,21862,28185,,,,,,
2007,Bregmaceros,2541.0,,40.0,,,488.0,3069,0.0,,,424.0,,,,424,3493,,,,,,
2007,Harpodon Neherus,15.0,1168.0,38.0,32107.0,,140.0,33468,114370.0,,,70362.0,,,540.0,185272,218740,,,,,,
2007,Sea Catfishes,2144.0,10874.0,2666.0,30171.0,285.0,337.0,46477,37821.0,597.0,,13848.0,1821.0,,1296.0,55383,101860,,,,,,
2007,Lizard Fishes,7184.0,,1127.0,,7.0,751.0,9069,,4964.0,,2698.0,,,,7662,16731,,,,,,
2007,Muraenesox spp.. (Eels),1391.0,2212.0,555.0,98.0,,59.0,4315,7591.0,21.0,169.0,3358.0,,,195.0,11334,15649,,,,,,
2007,Lactarius (Parava),4198.0,,941.0,,56.0,423.0,5618,,2963.0,3576.0,2770.0,,,,9309,14927,,,,,,
2007,Leiognathus (Silver Bellies),2328.0,1868.0,39200.0,3650.0,2450.0,1486.0,50982,0.0,4781.0,5426.0,3584.0,1664.0,,149.0,15604,66586,,,,,,
2007,Sciaenidae (Croackers),2961.0,12792.0,10666.0,7239.0,834.0,380.0,34872,135947.0,2377.0,9636.0,21720.0,1938.0,,5745.0,177363,212235,,,,,,
2007,Upeneus spp.. (Goat Fish),7437.0,,,429.0,6.0,,7872,0.0,,,13760.0,,56.0,,13816,21688,,,,,,
2007,Lates Sp. Lutjanus (Perches),4588.0,2343.0,19980.0,4480.0,4808.0,2272.0,38471,23666.0,,32272.0,699.0,950.0,217.0,1373.0,59177,97648,,,,,,
2007,Hemirhamphus spp.. (Half Beaks),6588.0,,4401.0,305.0,202.0,318.0,11814,0.0,,701.0,938.0,4822.0,,49.0,6510,18324,,,,,,
2007,Exocoetus (Flying Fish),419.0,,1942.0,,19.0,320.0,2700,0.0,,,,,140.0,,140,2840,,,,,,
2007,Sphyraena spp. (Barracudas),2248.0,,2677.0,,634.0,483.0,6042,0.0,,1598.0,,,20.0,45.0,1663,7705,,,,,,
2007,Mugilidae (Mullets),791.0,6616.0,971.0,5914.0,865.0,1358.0,16515,6120.0,215.0,44.0,598.0,102.0,,259.0,7338,23853,,,,,,
2007,Polynemidae (Indian Salmon),9621.0,1600.0,2259.0,2205.0,21.0,580.0,16286,1268.0,26.0,70.0,1331.0,25.0,,598.0,3318,19604,,,,,,
2007,Caranax spp.. (Kala Bangada),5115.0,,14564.0,3768.0,1095.0,1026.0,25568,0.0,,27583.0,6589.0,401.0,236.0,775.0,35584,61152,,,,,,
2007,Trachinotus spp..,1900.0,,,,,,1900,0.0,,,,,,31.0,31,1931,,,,,,
2007,Carangidae (Bangada),873.0,3379.0,3075.0,,2052.0,956.0,10335,20168.0,1176.0,22257.0,,,,211.0,43812,54147,,,,,,
2007,Stromatidae (Butter Fish),5521.0,8364.0,,8694.0,,849.0,23428,0.0,1572.0,9558.0,10938.0,665.0,,178.0,22911,46339,,,,,,
2007,Sardinella Indian Oil Sardine,4391.0,5561.0,,8505.0,,3348.0,21805,0.0,45637.0,155993.0,27215.0,28173.0,,98.0,257116,278921,,,,,,
2007,Engraulidae (Anchovies),6442.0,3925.0,3288.0,539.0,2981.0,690.0,17865,10426.0,2366.0,33118.0,23742.0,3.0,,951.0,70606,88471,,,,,,
2007,Other Clupeids,5824.0,4344.0,3736.0,5055.0,834.0,494.0,20287,14684.0,2425.0,16140.0,2109.0,2023.0,,1255.0,38636,58923,,,,,,
2007,Chirocentrus spp.,2892.0,2773.0,7268.0,,14.0,137.0,13084,9297.0,,263.0,2865.0,251.0,,313.0,12989,26073,,,,,,
2007,Wahoo,1340.0,,,,,,1340,0.0,,,,559.0,,,559,1899,,,,,,
2007,Spanish Mackerels,2012.0,1811.0,15454.0,,,,19277,0.0,,,,,,335.0,335,19612,,,,,,
2007,King Mackerel (Indo-Pacific),2042.0,425.0,,,,,2467,0.0,,45538.0,,,,,45538,48005,,,,,,
2007,Struooed Seerfish (Thazard Cirrus),2423.0,21.0,,,,,2444,0.0,,,9841.0,,,,9841,12285,,,,,,
2007,Seer Fish Scomberomorus spp.,4915.0,,9143.0,659.0,1204.0,1911.0,17832,14460.0,3511.0,2551.0,,4407.0,95.0,696.0,25720,43552,,,,,,
2007,Auxis Thazard Firgate & Bullet Tuna,9832.0,,,,,100.0,9932,,1157.0,,5336.0,,1331.0,127.0,7951,17883,,,,,,
2007,Euthynnus Affinis (Kawa Kawa),1835.0,705.0,4806.0,,94.0,500.0,7940,,,,,226.0,532.0,474.0,1232,9172,,,,,,
2007,Katsuwonus Pelamis (Skipjack Tuna),315.0,,,,124.0,300.0,739,,,,,1916.0,4871.0,156.0,6943,7682,,,,,,
2007,Thunnus Tonggol (Long Tail Tuna),759.0,,,,64.0,,823,,,12258.0,,,2140.0,79.0,14477,15300,,,,,,
2007,Istiophoridae (Marlin Sailfish),355.0,,,,,,355,,,,,,,21.0,21,376,,,,,,
2007,Scombridae (Tuna Like Fishes),365.0,,,,2359.0,,2724,,,,,,,113.0,113,2837,,,,,,
2007,Trichiuridae (Hair Tails),777.0,9071.0,989.0,8195.0,,651.0,19683,35869.0,7616.0,,34186.0,1368.0,,1882.0,80921,100604,,,,,,
2007,Rastelliger Ranagueta Indian Macker,3643.0,5476.0,,7470.0,,2246.0,18835,0.0,4541.0,,29530.0,19930.0,,414.0,54415,73250,,,,,,
2007,"Elasmobranches (Shark, Rays, Skates)",8338.0,6972.0,21155.0,123.0,2956.0,1158.0,40702,26194.0,2811.0,3203.0,10217.0,1228.0,75.0,874.0,44602,85304,,,,,,
2007,Other Marine Fishes,14827.0,23706.0,,14773.0,2495.0,4227.0,60028,73096.0,25290.0,129699.0,56040.0,1674.0,1687.0,2716.0,290202,350230,,,,,,
2007,Decapods - (a) Penaeid Prawn,17478.0,12672.0,22027.0,11001.0,586.0,1674.0,65438,12686.0,12742.0,49165.0,47836.0,8642.0,,50.0,131121,196559,,,,,,
2007,Decapods - (b) Non-Penaeid Prawn,24987.0,1801.0,4881.0,5527.0,18.0,398.0,37612,42567.0,,1689.0,57017.0,,,141.0,101414,139026,,,,,,
2007,Decapods - (c) Other Crust Crab,11746.0,,1578.0,,,,13324,2615.0,1960.0,431.0,664.0,,,13.0,5683,19007,,,,,,
2007,Natanian Decapods,5439.0,,,,,,5439,,,,,,,28.0,28,5467,,,,,,
2007,Marine Crust Crab,326.0,,,894.0,571.0,,1791,0.0,,4539.0,2035.0,819.0,,66.0,7459,9250,,,,,,
2007,Cephalopods - (a) Squid & Cuttle Fish,38.0,1535.0,9581.0,,12.0,480.0,11646,20526.0,14775.0,14912.0,17512.0,330.0,,381.0,68436,80082,,,,,,
2007,Cephalopods - (b) Other Molluscs,3623.0,568.0,,,,,4191,2209.0,620.0,,,,,,2829,7020,,,,,,
2007,Thunnus albacares (Yellowfin tuna),2065.0,27.0,,225.0,72.0,1352.0,3741,14830.0,,,,,,158.0,14988,18729,,,,,,
2007,Thunnus obesus (Bigeye tuna),1724.0,,,,64.0,,1788,,,,,,,135.0,135,1923,,,,,,
2007,Istiophorus platypterus (Indo-Pacific sailfish),332.0,,,,,,332,,,,,,,,0,332,,,,,,
2007,Xiphias gladius (Swordfish),0.0,,,,17.0,,17,,,,,,,,0,17,,,,,,
2007,Panaeus monodon (Giant tiger prawn),1940.0,,,,,,1940,,,,,,,79.0,79,2019,,,,,,
2007,Panaeus spp (Panaeus shrimps nei),2317.0,,,,,,2317,,,,,,,,0,2317,,,,,,
2007,Euphausia superba (Antarctic Krill),13538.0,,,,,,13538,,,,,,,,0,13538,,,,,,
2007,Crustacea (Marine crustaceans),0.0,,,,,671.0,671,,10456.0,,,,,,10456,11127,,,,,,
2007,Rana spp (Frogs),18947.0,,,,,,18947,,,,,,,,0,18947,,,,,,
2007,Ascidiacea (Sea squirts),0.0,,,,,,0,,,,,,,,0,0,,,,,,
2007,Unspecified,0.0,,189759.0,,,55.0,189814,,9380.0,,1018.0,5298.0,,448.0,16144,205958,,,,,,
2007,Deep Sea Fishing Sector @,3350.0,,,,,,3350,,,,,,,,0,3350,,,,,,
2007,Misc.,191.0,,,,,,191,66263.0,,,,,,,66263,66454,,,,,,
2007,Total,251396.0,138242.0,402670.0,178098.0,28005.0,33272.0,1031683,704034.0,168544.0,582389.0,489038.0,91185.0,11400.0,24476.0,2071066,3102749,,,,,,
2008,"Catfishes (Wallago attu, pangasius )",,,,,,,4130,,,,,,,,0,4130,1,,4130.0,,,
2008,Hilsa Ilisha (Tenualosa),,4146.0,,,,,16604,1701.0,,,1225.0,,,839.0,3765,20369,2,224.0,210.0,11744.0,261.0,19.0
2008,Flat Fish,,1851.0,,,,,9677,7559.0,4528.0,,3817.0,1767.0,,26.0,17697,27374,3,692.0,7108.0,0.0,26.0,0.0
2008,Bregmaceros,,,,,,,2491,,,,419.0,,,,419,2910,4,184.0,2065.0,0.0,,242.0
2008,Harpodon Neherus,,1081.0,,,,,15513,154709.0,,,63570.0,,,311.0,218590,234103,5,578.0,0.0,13704.0,,150.0
2008,Sea Catfishes,,9455.0,,,,,59371,42919.0,9075.0,171.0,11831.0,1462.0,,1176.0,66634,126005,6,8673.0,0.0,40145.0,379.0,719.0
2008,Lizard Fishes,,,,,,,1627,0.0,350.0,,834.0,,,,1184,2811,7,502.0,1112.0,0.0,13.0,
2008,Muraenesox spp.. (Eels),,2088.0,,,,,8887,5517.0,3181.0,170.0,5433.0,,,49.0,14350,23237,8,5976.0,397.0,400.0,,26.0
2008,Lactarius (Parava),,,,,,,1962,,4584.0,3585.0,3840.0,,,,12009,13971,9,1233.0,318.0,0.0,84.0,327.0
2008,Leiognathus (Silver Bellies),,1665.0,,,,,42199,0.0,4471.0,5408.0,4772.0,1658.0,,73.0,16382,58581,10,4550.0,31769.0,380.0,2124.0,1711.0
2008,Sciaenidae (Croackers),,9713.0,,,,,65010,139311.0,,9643.0,14530.0,2775.0,,1286.0,167545,232555,11,2919.0,12628.0,37385.0,1886.0,479.0
2008,Upeneus spp.. (Goat Fish),,,,,,,19735,0.0,,,11931.0,,47.0,,11978,31713,12,6543.0,13184.0,0.0,8.0,0.0
2008,Lates Sp. Lutjanus (Perches),,6319.0,,,,,51810,15367.0,26967.0,32214.0,299.0,276.0,227.0,691.0,76041,127851,13,8596.0,23867.0,5678.0,5110.0,2240.0
2008,Hemirhamphus spp.. (Half Beaks),,,,,,,3582,0.0,,,313.0,,,44.0,357,3939,14,834.0,2103.0,151.0,215.0,279.0
2008,Exocoetus (Flying Fish),,,,,,,25346,0.0,,,,,134.0,,134,25480,15,712.0,24186.0,0.0,18.0,430.0
2008,Sphyraena spp. (Barracudas),,,,,,,22893,0.0,328.0,2156.0,,,19.0,43.0,2546,25439,16,10551.0,10053.0,0.0,1677.0,612.0
2008,Mugilidae (Mullets),,4716.0,,,,,17823,6200.0,0.0,1637.0,208.0,122.0,,80.0,8247,26070,17,4962.0,3892.0,2384.0,1010.0,859.0
2008,Polynemidae (Indian Salmon),,1424.0,,,,,13288,1064.0,0.0,70.0,1218.0,21.0,,253.0,2626,15914,18,8550.0,2542.0,605.0,22.0,145.0
